,Account,Month,Prorated_Consumption,Prorated_Charge
174,Building_Code-B145-Account_ID-1327,2017-01-01,10770.774193548386,1030.079466073415
175,Building_Code-B145-Account_ID-1327,2017-02-01,9358.0,840.3805339265851
176,Building_Code-B145-Account_ID-1327,2017-03-01,10138.133333333335,883.6630752688172
177,Building_Code-B145-Account_ID-1327,2017-04-01,10137.314942528736,883.96708045977
178,Building_Code-B145-Account_ID-1327,2017-05-01,10629.64263322884,904.7103134796238
179,Building_Code-B145-Account_ID-1327,2017-06-01,10459.50909090909,889.7172727272728
180,Building_Code-B145-Account_ID-1327,2017-07-01,11219.507142857143,965.2732142857143
181,Building_Code-B145-Account_ID-1327,2017-08-01,11112.65756302521,930.6150210084033
182,Building_Code-B145-Account_ID-1327,2017-09-01,10633.449579831933,906.0960504201681
183,Building_Code-B145-Account_ID-1327,2017-10-01,10564.475369458127,922.1364039408868
184,Building_Code-B145-Account_ID-1327,2017-11-01,10144.997844827587,867.1380603448276
185,Building_Code-B145-Account_ID-1327,2017-12-01,10508.893145161292,899.755120967742
186,Building_Code-B145-Account_ID-1327,2018-01-01,10886.3284457478,925.1706744868035
187,Building_Code-B145-Account_ID-1327,2018-02-01,9959.164983164983,868.9187878787878
188,Building_Code-B145-Account_ID-1327,2018-03-01,10744.25925925926,947.8266666666666
189,Building_Code-B145-Account_ID-1327,2018-04-01,9996.83908045977,887.6893103448276
190,Building_Code-B145-Account_ID-1327,2018-05-01,10885.494252873563,933.0306896551724
191,Building_Code-B145-Account_ID-1327,2018-06-01,11133.300000000001,945.8046666666667
192,Building_Code-B145-Account_ID-1327,2018-07-01,11621.37816091954,990.5167126436781
193,Building_Code-B145-Account_ID-1327,2018-08-01,11011.83164300203,910.0792089249492
194,Building_Code-B145-Account_ID-1327,2018-09-01,10108.323529411766,860.2351260504201
195,Building_Code-B145-Account_ID-1327,2018-10-01,9761.155172413793,860.9398029556651
196,Building_Code-B145-Account_ID-1327,2018-11-01,6387.3448275862065,547.9844827586207
197,Building_Code-B145-Account_ID-1327,2018-12-01,0.0,0.0
198,Building_Code-B9-Account_ID-1024,2014-12-01,112941.17647058824,15743.124705882352
199,Building_Code-B9-Account_ID-1024,2015-01-01,449458.82352941175,64728.601960784305
200,Building_Code-B9-Account_ID-1024,2015-02-01,453296.5517241379,74066.281954023
201,Building_Code-B9-Account_ID-1024,2015-03-01,418161.51279199106,64933.77621802002
202,Building_Code-B9-Account_ID-1024,2015-04-01,362408.60215053766,65151.666494623656
203,Building_Code-B9-Account_ID-1024,2015-05-01,394243.6781609195,77843.30935632183
204,Building_Code-B9-Account_ID-1024,2015-06-01,456889.6551724138,109987.53931034482
205,Building_Code-B9-Account_ID-1024,2015-07-01,497537.9310344828,111482.36620689655
206,Building_Code-B9-Account_ID-1024,2015-08-01,511568.73563218385,128881.67145977012
207,Building_Code-B9-Account_ID-1024,2015-09-01,443686.4367816092,109132.99681609195
208,Building_Code-B9-Account_ID-1024,2015-10-01,388856.8965517242,71050.61457974138
209,Building_Code-B9-Account_ID-1024,2015-11-01,357296.6666666666,59205.5779375
210,Building_Code-B9-Account_ID-1024,2015-12-01,385559.21568627446,65609.86005882353
211,Building_Code-B9-Account_ID-1024,2016-01-01,416760.7843137255,69607.23460784314
212,Building_Code-B9-Account_ID-1024,2016-02-01,390920.43010752695,61053.011881720435
213,Building_Code-B9-Account_ID-1024,2016-03-01,370316.3515016685,64188.39817575084
214,Building_Code-B9-Account_ID-1024,2016-04-01,365931.03448275867,61980.28103448276
215,Building_Code-B9-Account_ID-1024,2016-05-01,384352.183908046,74630.11090804599
216,Building_Code-B9-Account_ID-1024,2016-06-01,445913.3333333333,107786.85727083334
217,Building_Code-B9-Account_ID-1024,2016-07-01,515086.2068965517,131636.57733836205
218,Building_Code-B9-Account_ID-1024,2016-08-01,531880.4597701149,130558.4523908046
219,Building_Code-B9-Account_ID-1024,2016-09-01,421023.6559139785,110304.74320430108
220,Building_Code-B9-Account_ID-1024,2016-10-01,364256.34408602153,95891.08746236558
221,Building_Code-B9-Account_ID-1024,2016-11-01,376693.3333333334,65851.544
222,Building_Code-B9-Account_ID-1024,2016-12-01,416042.35294117645,68320.25231372549
223,Building_Code-B9-Account_ID-1024,2017-01-01,428567.6470588235,68654.38610294116
224,Building_Code-B9-Account_ID-1024,2017-02-01,395577.5862068966,67142.31004310345
225,Building_Code-B9-Account_ID-1024,2017-03-01,455972.4137931034,71821.13334975368
226,Building_Code-B9-Account_ID-1024,2017-04-01,421406.8965517242,69139.91940886699
227,Building_Code-B9-Account_ID-1024,2017-05-01,447926.4367816092,78468.39211494253
228,Building_Code-B9-Account_ID-1024,2017-06-01,470066.6666666666,91336.51883333334
229,Building_Code-B9-Account_ID-1024,2017-07-01,526834.4827586206,127602.4849137931
230,Building_Code-B9-Account_ID-1024,2017-08-01,489125.5172413793,121750.3705862069
231,Building_Code-B9-Account_ID-1024,2017-09-01,462214.1935483871,107976.20829032258
232,Building_Code-B9-Account_ID-1024,2017-10-01,457625.8064516129,85094.46570967742
233,Building_Code-B9-Account_ID-1024,2017-11-01,419920.0,65111.543
234,Building_Code-B9-Account_ID-1024,2017-12-01,448221.1764705882,60407.09352941176
235,Building_Code-B9-Account_ID-1024,2018-01-01,484083.82352941175,66917.63178308823
236,Building_Code-B9-Account_ID-1024,2018-02-01,391581.8965517241,55247.46985991379
237,Building_Code-B9-Account_ID-1024,2018-03-01,435448.2758620689,68148.5620402299
238,Building_Code-B9-Account_ID-1024,2018-04-01,415944.8275862069,82007.70189655172
239,Building_Code-B9-Account_ID-1024,2018-05-01,428600.0,91395.4328908046
240,Building_Code-B9-Account_ID-1024,2018-06-01,458280.0,94456.92199999999
241,Building_Code-B9-Account_ID-1024,2018-07-01,574637.2413793104,117328.03462068965
242,Building_Code-B9-Account_ID-1024,2018-08-01,557882.7586206896,142704.74137931035
243,Building_Code-B9-Account_ID-1024,2018-09-01,489041.3793103448,144456.77586206896
