Building_Meter,FALSE,TRUE,PCNT
38.0 - BLD 02_8266813,78,1,0.012658228
38.0 - BLD 03_8266814,74,5,0.063291139
38.0 - BLD 05_8266806,74,5,0.063291139
38.0 - BLD 06_8266805,76,3,0.037974684
38.0 - BLD 07_8322045,76,3,0.037974684
38.0 - BLD 08_8661635,72,7,0.088607595
38.0 - BLD 09_8478444,76,3,0.037974684
38.0 - BLD 10_8266809,76,3,0.037974684
38.0 - BLD 11_8266808,76,3,0.037974684
38.0 - BLD 13_8266811,73,6,0.075949367
389.0 - BLD 39_6699106,101,2,0.019417476
389.0 - BLD 40_7406150,99,4,0.038834951
389.0 - BLD 41_5912442,99,4,0.038834951
389.0 - BLD 42_5932522,101,2,0.019417476
389.0 - BLD 43_7025285,99,4,0.038834951
39.0 - BLD 01_7929837,97,5,0.049019608
39.0 - BLD 02_7929786,98,3,0.02970297
39.0 - BLD 03_7890053,96,6,0.058823529
39.0 - BLD 04_8094064,100,2,0.019607843
39.0 - BLD 04_8095282,100,1,0.00990099
39.0 - BLD 05_8008964,97,4,0.03960396
39.0 - BLD 06_7929839,94,7,0.069306931
39.0 - BLD 07_7700760,101,2,0.019417476
39.0 - BLD 07_8008955,97,4,0.03960396
39.0 - BLD 09_7890025,95,6,0.059405941
39.0 - BLD 10_7890032,97,4,0.03960396
39.0 - BLD 11_7860121,96,6,0.058823529
39.0 - BLD 12_7860131,100,3,0.029126214
39.0 - BLD 14_7929835,95,6,0.059405941
39.0 - BLD 15_7860139,95,7,0.068627451
39.0 - BLD 15_7929828,100,1,0.00990099
39.0 - BLD 16_7889937,99,4,0.038834951
39.0 - BLD 17_7889893,101,2,0.019417476
39.0 - BLD 18_8095572,100,3,0.029126214
39.0 - BLD 19_8125345,100,3,0.029126214
39.0 - BLD 20_8095571,98,5,0.048543689
39.0 - BLD 21_8125346,101,2,0.019417476
39.0 - BLD 22_8095568,100,3,0.029126214
39.0 - BLD 23_8095570,101,2,0.019417476
398.0 - BLD 46_7390756,96,7,0.067961165
399.0 - BLD 47_6145129,98,5,0.048543689
4.0 - RED HOOK EAST BLD 14_6541124,66,3,0.043478261
40.0 - BLD 01_7889978,97,6,0.058252427
40.0 - BLD 02_8095576,98,5,0.048543689
40.0 - BLD 03_8095573,100,3,0.029126214
40.0 - BLD 04_8095235,98,5,0.048543689
40.0 - BLD 05_8093972,98,5,0.048543689
40.0 - BLD 06_8093936,96,7,0.067961165
41.0 - BLD 01_8142948,60,4,0.0625
41.0 - BLD 02_8142950,61,3,0.046875
41.0 - BLD 03_8142947,60,4,0.0625
41.0 - BLD 04_8142957,58,6,0.09375
41.0 - BLD 05_8142949,59,5,0.078125
41.0 - BLD 06_8142951,59,5,0.078125
41.0 - BLD 07_8142976,60,4,0.0625
41.0 - BLD 08_8142941,60,4,0.0625
42.0 - BLD 07_8008856,101,2,0.019417476
44.0 - BLD 15 - Community Center_8078327,98,1,0.01010101
45.0 - BLD 01_7859814,100,3,0.029126214
45.0 - BLD 02_7929773,94,9,0.087378641
45.0 - BLD 03_7860101,98,5,0.048543689
45.0 - BLD 04_7890058,100,3,0.029126214
45.0 - BLD 06_7859944,97,6,0.058252427
45.0 - BLD 06_7929778,100,3,0.029126214
45.0 - BLD 07_7859876,100,3,0.029126214
47.0 - BLD 01_7860124,98,4,0.039215686
47.0 - BLD 02_7929779,98,4,0.039215686
47.0 - BLD 03_7929577,100,2,0.019607843
47.0 - BLD 04_7890045,100,2,0.019607843
47.0 - BLD 05_7929706,99,3,0.029411765
47.0 - BLD 06_7930082,99,3,0.029411765
47.0 - BLD 07_7929578,100,2,0.019607843
47.0 - BLD 08_7890060,97,5,0.049019608
47.0 - BLD 09_7930083,97,5,0.049019608
47.0 - BLD 10_7929709,100,2,0.019607843
47.0 - BLD 11_7929788,99,3,0.029411765
47.0 - BLD 14_7929701,98,4,0.039215686
48.0 - BLD 01_8096926,80,1,0.012345679
48.0 - BLD 01_8125734,79,2,0.024691358
48.0 - BLD 02_8125735,79,2,0.024691358
48.0 - BLD 03_8125718,80,1,0.012345679
48.0 - BLD 04_8125744,80,1,0.012345679
48.0 - BLD 06_8125736,79,2,0.024691358
48.0 - BLD 07_8125715,79,2,0.024691358
48.0 - BLD 09_8125741,78,3,0.037037037
48.0 - BLD 10_8125739,80,1,0.012345679
48.0 - BLD 11_8125728,79,2,0.024691358
48.0 - BLD 12_8125743,78,3,0.037037037
48.0 - BLD 13_8125722,81,1,0.012195122
48.0 - BLD 14_8125714,78,3,0.037037037
48.0 - BLD 14_8125724,80,1,0.012345679
48.0 - BLD 15_8125742,79,2,0.024691358
48.0 - BLD 16_8125729,79,2,0.024691358
48.0 - BLD 17_7834071,80,1,0.012345679
48.0 - BLD 18_8125719,79,2,0.024691358
48.0 - BLD 19_8125738,78,3,0.037037037
48.0 - BLD 20_8096925,78,3,0.037037037
48.0 - BLD 21_8125732,79,2,0.024691358
48.0 - BLD 21_8125737,79,2,0.024691358
48.0 - BLD 22_8125727,78,3,0.037037037
48.0 - BLD 23_8125726,80,1,0.012345679
48.0 - BLD 24_8125709,77,4,0.049382716
48.0 - BLD 25_8125731,78,3,0.037037037
48.0 - BLD 26_8125720,80,1,0.012345679
48.0 - BLD 27_8125721,80,1,0.012345679
48.0 - BLD 27_8125725,80,1,0.012345679
48.0 - BLD 30_8125733,80,1,0.012345679
48.0 - BLD 31_8125730,79,2,0.024691358
49.0 - BLD 01_8095303,100,1,0.00990099
49.0 - BLD 02_8095304,100,1,0.00990099
49.0 - BLD 03_8095318,100,1,0.00990099
49.0 - BLD 04_8096592,86,1,0.011494253
49.0 - BLD 05_8093909,86,1,0.011494253
49.0 - BLD 06_8093910,100,1,0.00990099
49.0 - BLD 07_8093912,87,1,0.011363636
49.0 - BLD 07_8093922,87,1,0.011363636
49.0 - BLD 08_8096395,100,1,0.00990099
49.0 - BLD 09_8093911,98,3,0.02970297
49.0 - BLD 10_8362683,66,1,0.014925373
5.0 - NA_7526742,57,1,0.017241379
5.0 - QUEENSBRIDGE SOUTH BLD 05_8093806,75,3,0.038461538
5.0 - QUEENSBRIDGE SOUTH BLD 05_8093808,72,4,0.052631579
5.0 - QUEENSBRIDGE SOUTH BLD 05_8093824,76,2,0.025641026
5.0 - QUEENSBRIDGE SOUTH BLD 05_8125693,74,4,0.051282051
5.0 - QUEENSBRIDGE SOUTH BLD 05_8125697,73,5,0.064102564
5.0 - QUEENSBRIDGE SOUTH BLD 06_8093817,77,1,0.012820513
5.0 - QUEENSBRIDGE SOUTH BLD 06_8093826,76,2,0.025641026
5.0 - QUEENSBRIDGE SOUTH BLD 06_8093827,75,3,0.038461538
5.0 - QUEENSBRIDGE SOUTH BLD 07_8093809,66,4,0.057142857
5.0 - QUEENSBRIDGE SOUTH BLD 07_8093828,75,3,0.038461538
5.0 - QUEENSBRIDGE SOUTH BLD 08_8093903,69,1,0.014285714
5.0 - QUEENSBRIDGE SOUTH BLD 14_8093805,76,2,0.025641026
5.0 - QUEENSBRIDGE SOUTH BLD 15_8093812,74,4,0.051282051
5.0 - QUEENSBRIDGE SOUTH BLD 16_8093813,71,4,0.053333333
5.0 - QUEENSBRIDGE SOUTH BLD 16_8321833,55,4,0.06779661
5.0 - QUEENSBRIDGE SOUTH BLD 17_8125706,73,5,0.064102564
5.0 - QUEENSBRIDGE SOUTH BLD 25_8093807,73,5,0.064102564
5.0 - QUEENSBRIDGE SOUTH BLD 25_8093818,75,3,0.038461538
5.0 - QUEENSBRIDGE SOUTH BLD 26_8093821,75,1,0.013157895
5.0 - QUEENSBRIDGE SOUTH BLD 26_8093822,77,1,0.012820513
50.0 - LEXINGTON BLD 01_8266716,69,7,0.092105263
50.0 - LEXINGTON BLD 02_8094991,68,7,0.093333333
50.0 - LEXINGTON BLD 03_8094988,69,7,0.092105263
50.0 - LEXINGTON BLD 04_8661576,70,6,0.078947368
502.0 - BLD 13_7837118,94,6,0.06
502.0 - BLD 14_7821335,93,2,0.021052632
502.0 - BLD 15_6316156,61,3,0.046875
502.0 - BLD 17_6370135,99,1,0.01
505.0 - QUEENSBRIDGE NORTH BLD 01_8093823,74,4,0.051282051
505.0 - QUEENSBRIDGE NORTH BLD 01_8125698,75,3,0.038461538
505.0 - QUEENSBRIDGE NORTH BLD 02_8125696,76,2,0.025641026
505.0 - QUEENSBRIDGE NORTH BLD 03_8125694,75,3,0.038461538
505.0 - QUEENSBRIDGE NORTH BLD 04_8093819,77,1,0.012820513
505.0 - QUEENSBRIDGE NORTH BLD 09_8125705,75,3,0.038461538
505.0 - QUEENSBRIDGE NORTH BLD 10_8125699,77,1,0.012820513
505.0 - QUEENSBRIDGE NORTH BLD 11_8093816,77,1,0.012820513
505.0 - QUEENSBRIDGE NORTH BLD 12_8125700,74,4,0.051282051
505.0 - QUEENSBRIDGE NORTH BLD 13_8093802,75,3,0.038461538
505.0 - QUEENSBRIDGE NORTH BLD 19_8093803,77,1,0.012820513
505.0 - QUEENSBRIDGE NORTH BLD 19_8093804,76,2,0.025641026
505.0 - QUEENSBRIDGE NORTH BLD 19_8093814,75,3,0.038461538
505.0 - QUEENSBRIDGE NORTH BLD 20_8125692,75,3,0.038461538
505.0 - QUEENSBRIDGE NORTH BLD 21_8093722,74,4,0.051282051
505.0 - QUEENSBRIDGE NORTH BLD 21_8093820,77,1,0.012820513
505.0 - QUEENSBRIDGE NORTH BLD 21_8125691,75,3,0.038461538
505.0 - QUEENSBRIDGE NORTH BLD 22_8125695,77,1,0.012820513
505.0 - QUEENSBRIDGE NORTH BLD 27_8096414,75,3,0.038461538
51.0 - BLD 01_99267717,101,2,0.019417476
51.0 - BLD 02 - Community Center_99822181,97,6,0.058252427
51.0 - BLD 02_96737637,100,2,0.019607843
51.0 - BLD 03_99267716,101,2,0.019417476
51.0 - BLD 04_99267714,100,1,0.00990099
51.0 - BLD 05_96747235,101,2,0.019417476
51.0 - BLD 06_96747190,101,2,0.019417476
51.0 - BLD 07_96747169,101,2,0.019417476
514.0 - BLD 03_7545228,100,3,0.029126214
514.0 - BLD 39 - Community Center_7210050,74,2,0.026315789
514.0 - WHITMAN BLD 01_8478528,99,1,0.01
514.0 - WHITMAN BLD 02_8661655,97,4,0.03960396
514.0 - WHITMAN BLD 03_8478530,99,2,0.01980198
514.0 - WHITMAN BLD 04_8478499,99,2,0.01980198
514.0 - WHITMAN BLD 05_8478529,98,3,0.02970297
514.0 - WHITMAN BLD 06_8478527,100,1,0.00990099
514.0 - WHITMAN BLD 07_8478500,98,3,0.02970297
514.0 - WHITMAN BLD 08_8478525,99,2,0.01980198
514.0 - WHITMAN BLD 09_8478532,100,1,0.00990099
514.0 - WHITMAN BLD 10_8572283,97,2,0.02020202
514.0 - WHITMAN BLD 11_8478531,100,1,0.00990099
514.0 - WHITMAN BLD 12_8572286,99,2,0.01980198
514.0 - WHITMAN BLD 13_8478504,97,3,0.03
514.0 - WHITMAN BLD 14_8478498,99,2,0.01980198
514.0 - WHITMAN BLD 15_8478526,96,5,0.04950495
514.0 - WHITMAN BLD 37_7144190,71,3,0.040540541
514.0 - WHITMAN BLD 38_7930310,97,4,0.03960396
515.0 - BLD 04_6249681,98,5,0.048543689
515.0 - BLD 04_6458091,99,4,0.038834951
516.0 - BLD 01_6249905,101,2,0.019417476
516.0 - NA_6505090,99,4,0.038834951
516.0 - NA_6940027,97,5,0.049019608
517.0 - BLD 01_5649351,87,6,0.064516129
518.0 - BLD 03_7391545,100,1,0.00990099
519.0 - BLD 01_6498538,98,5,0.048543689
519.0 - BLD 02_7821074,100,3,0.029126214
52.0 - BLD 01_8008858,100,3,0.029126214
520.0 - BLD 04_6370204,98,3,0.02970297
521.0 - BLD 06_7176981,101,2,0.019417476
523.0 - BLD 02_6247827,99,4,0.038834951
523.0 - BLD 03_7265340,101,2,0.019417476
523.0 - BLD 04_8745700,101,2,0.019417476
523.0 - BLD 05_5786116,98,5,0.048543689
523.0 - BLD 06_6145323,100,2,0.019607843
523.0 - BLD 07_6314557,98,5,0.048543689
523.0 - BLD 08_6990892,100,3,0.029126214
524.0 - BLD 07_6763674,97,6,0.058252427
525.0 - BLD 08_6095763,100,3,0.029126214
525.0 - BLD 08_7209364,94,9,0.087378641
525.0 - BLD 09_6990373,101,2,0.019417476
525.0 - BLD 10_7209362,97,6,0.058252427
526.0 - BLD 02_7275150,96,6,0.058823529
53.0 - BLD 01_7929814,99,2,0.01980198
53.0 - BLD 02_7929791,94,7,0.069306931
53.0 - BLD 03_8478490,99,2,0.01980198
53.0 - BLD 04_7929985,94,7,0.069306931
53.0 - BLD 07_7929982,94,7,0.069306931
53.0 - BLD 09_7929987,100,1,0.00990099
53.0 - BLD 10_7929800,97,4,0.03960396
53.0 - BLD 11_7929888,98,3,0.02970297
53.0 - BLD 16_7929823,99,2,0.01980198
53.0 - BLD 17_7929892,97,4,0.03960396
53.0 - BLD 18_7929889,99,2,0.01980198
53.0 - BLD 20_7929976,97,4,0.03960396
53.0 - BLD 22_8322223,99,2,0.01980198
53.0 - BLD 23_7929970,97,4,0.03960396
53.0 - BLD 24_7929808,96,5,0.04950495
53.0 - BLD 25_7929811,100,1,0.00990099
53.0 - BLD 26_7929804,93,8,0.079207921
53.0 - BLD 27_7929824,96,5,0.04950495
53.0 - BLD 28_7929819,100,1,0.00990099
53.0 - BLD 29_7929986,97,4,0.03960396
53.0 - BLD 30_7929980,98,3,0.02970297
53.0 - BLD 31_7929803,97,4,0.03960396
53.0 - BLD 32_7929806,98,3,0.02970297
53.0 - BLD 33_7929993,96,5,0.04950495
53.0 - BLD 34_7929969,98,3,0.02970297
53.0 - BLD 35_7929992,96,5,0.04950495
531.0 - BLD 04_7030740,99,4,0.038834951
531.0 - BLD 05_7403293,99,4,0.038834951
531.0 - BLD 06_6560246,101,2,0.019417476
54.0 - BLD 01_8125336,92,1,0.010752688
54.0 - BLD 02_8125333,92,1,0.010752688
54.0 - BLD 03_8125332,92,1,0.010752688
54.0 - BLD 04_8125335,92,1,0.010752688
54.0 - BLD 05_8125337,92,1,0.010752688
547.0 - BLD 01_5647136,47,3,0.06
547.0 - BLD 02_7821817,100,2,0.019607843
547.0 - BLD 03_5922683,100,2,0.019607843
547.0 - BLD 04_7821819,99,4,0.038834951
547.0 - BLD 3_5223456,55,3,0.051724138
55.0 - BLD 02_301197,101,2,0.019417476
559.0 - BLD 01_6842587,96,7,0.067961165
56.0 - BLD 01_8572100,101,2,0.019417476
56.0 - BLD 02_8572095,101,2,0.019417476
56.0 - BLD 03_8572093,101,2,0.019417476
56.0 - BLD 04_8572071,101,2,0.019417476
56.0 - BLD 05_8572099,101,2,0.019417476
56.0 - BLD 06_8572075,101,2,0.019417476
56.0 - BLD 07_8572098,99,4,0.038834951
56.0 - BLD 08_8572072,97,6,0.058252427
56.0 - BLD 09_8572069,91,2,0.021505376
56.0 - BLD 10_8572097,101,2,0.019417476
56.0 - BLD 11_8572074,100,3,0.029126214
56.0 - BLD 12_8572079,101,2,0.019417476
56.0 - BLD 13_8572103,97,6,0.058252427
56.0 - BLD 14_8572076,101,2,0.019417476
56.0 - BLD 15_8572073,101,2,0.019417476
56.0 - BLD 16_8572068,101,2,0.019417476
56.0 - BLD 17_8572091,101,2,0.019417476
56.0 - BLD 18_8572092,96,7,0.067961165
56.0 - BLD 19_8572065,97,6,0.058252427
56.0 - BLD 20_8301112,101,2,0.019417476
56.0 - BLD 21_8572066,100,3,0.029126214
56.0 - BLD 22_8572089,100,3,0.029126214
56.0 - BLD 23_8572096,101,2,0.019417476
56.0 - BLD 24_8572080,101,2,0.019417476
56.0 - BLD 25_8572090,101,2,0.019417476
56.0 - BLD 26_8572077,101,2,0.019417476
56.0 - BLD 27_8572067,101,2,0.019417476
56.0 - BLD 28_8572094,101,2,0.019417476
56.0 - BLD 29_8572078,101,2,0.019417476
56.0 - BLD 30_8572070,101,2,0.019417476
56.0 - BLD 32_8301113,100,3,0.029126214
57.0 - BLD 01_7929617,85,3,0.034090909
57.0 - BLD 02_7929948,87,1,0.011363636
57.0 - BLD 03_8096629,85,3,0.034090909
57.0 - BLD 04_7929949,85,3,0.034090909
57.0 - BLD 05_8322059,86,2,0.022727273
57.0 - BLD 06_7929950,70,2,0.027777778
57.0 - BLD 07_7929947,65,7,0.097222222
57.0 - BLD 08_7929612,87,1,0.011363636
57.0 - BLD 10_7929934,87,1,0.011363636
57.0 - BLD 11_8096634,86,2,0.022727273
57.0 - BLD 12_7929592,86,2,0.022727273
57.0 - BLD 13_7929863,87,1,0.011363636
57.0 - BLD 14_7929640,84,4,0.045454545
57.0 - BLD 15_7929923,87,1,0.011363636
57.0 - BLD 16_7929639,87,1,0.011363636
57.0 - BLD 17_7929632,87,1,0.011363636
57.0 - BLD 18_7929941,87,1,0.011363636
57.0 - BLD 19_7929582,87,1,0.011363636
57.0 - BLD 20_7929641,70,2,0.027777778
57.0 - BLD 21_7929636,87,1,0.011363636
57.0 - BLD 22_7929575,69,3,0.041666667
57.0 - BLD 23_7929921,87,1,0.011363636
57.0 - BLD 25_7929607,82,6,0.068181818
57.0 - BLD 26_7929876,83,5,0.056818182
57.0 - BLD 28_8362685,86,2,0.022727273
57.0 - BLD 29_8096646,87,1,0.011363636
57.0 - BLD 30_8096645,81,6,0.068965517
57.0 - BLD 35_7929890,85,2,0.022988506
57.0 - BLD 36_7929935,84,4,0.045454545
57.0 - BLD 37_7929924,86,2,0.022727273
57.0 - BLD 38_7929603,87,1,0.011363636
57.0 - BLD 39_7929938,84,4,0.045454545
57.0 - BLD 40_7929610,81,7,0.079545455
57.0 - BLD 41_7929937,86,2,0.022727273
58.0 - CARVER BLD 01_8572102,73,3,0.039473684
58.0 - CARVER BLD 02_8094994,68,7,0.093333333
58.0 - CARVER BLD 03_8094990,75,1,0.013157895
58.0 - CARVER BLD 04_8266721,71,5,0.065789474
58.0 - CARVER BLD 05_8094992,69,6,0.08
58.0 - CARVER BLD 06_8266722,69,7,0.092105263
58.0 - CARVER BLD 07_8094993,71,5,0.065789474
58.0 - CARVER BLD 08_8094989,69,7,0.092105263
58.0 - CARVER BLD 09_8266704,70,6,0.078947368
58.0 - CARVER BLD 10_8266711,70,6,0.078947368
58.0 - CARVER BLD 11_8094996,68,7,0.093333333
58.0 - CARVER BLD 12_8266723,71,5,0.065789474
58.0 - CARVER BLD 13_8266701,69,7,0.092105263
582.0 - DOUGLASS II BLD 13_8661722,99,2,0.01980198
582.0 - DOUGLASS II BLD 14_8661721,100,1,0.00990099
59.0 - BLD 01_8125755,72,4,0.052631579
59.0 - BLD 02_8125752,101,2,0.019417476
59.0 - BLD 03_7929943,100,3,0.029126214
59.0 - BLD 04_8301041,101,2,0.019417476
59.0 - BLD 05_8125756,100,3,0.029126214
59.0 - BLD 06_8125757,100,3,0.029126214
59.0 - BLD 07_7929588,101,2,0.019417476
59.0 - BLD 08_8301070,100,3,0.029126214
59.0 - BLD 09_8301039,99,4,0.038834951
59.0 - BLD 10_8125747,100,3,0.029126214
59.0 - BLD 11_8125748,75,1,0.013157895
59.0 - BLD 12_8125758,101,2,0.019417476
59.0 - BLD 13_8301040,101,2,0.019417476
59.0 - BLD 14_8301054,101,2,0.019417476
59.0 - BLD 15_8096391,99,4,0.038834951
6.0 - VLADECK BLD 01_8362640,101,2,0.019417476
6.0 - VLADECK BLD 02_8362646,99,4,0.038834951
6.0 - VLADECK BLD 03_8362643,101,2,0.019417476
6.0 - VLADECK BLD 04_8362645,101,2,0.019417476
6.0 - VLADECK BLD 05_8362647,101,2,0.019417476
6.0 - VLADECK BLD 06_8362644,100,3,0.029126214
6.0 - VLADECK BLD 07_8362638,101,2,0.019417476
6.0 - VLADECK BLD 08_8362675,100,3,0.029126214
6.0 - VLADECK BLD 09_8362674,100,3,0.029126214
6.0 - VLADECK BLD 10_8362673,100,3,0.029126214
6.0 - VLADECK BLD 11_8362676,99,4,0.038834951
6.0 - VLADECK BLD 12_8095301,101,2,0.019417476
6.0 - VLADECK BLD 13_8362666,101,2,0.019417476
6.0 - VLADECK BLD 14_8362677,100,3,0.029126214
6.0 - VLADECK BLD 15_8362667,99,4,0.038834951
6.0 - VLADECK BLD 16_8362649,101,2,0.019417476
6.0 - VLADECK BLD 17_8362668,99,4,0.038834951
6.0 - VLADECK BLD 18_8362648,63,2,0.030769231
6.0 - VLADECK BLD 18_8362671,62,3,0.046153846
6.0 - VLADECK BLD 19_8362642,101,2,0.019417476
6.0 - VLADECK BLD 20_8362672,99,4,0.038834951
60.0 - BARUCH BLD 01_7929545,87,2,0.02247191
60.0 - BARUCH BLD 02_7929540,86,2,0.022727273
60.0 - BARUCH BLD 03_7929541,86,2,0.022727273
60.0 - BARUCH BLD 04_7929999,85,3,0.034090909
60.0 - BARUCH BLD 05_8142781,87,2,0.02247191
60.0 - BARUCH BLD 06_7929539,85,3,0.034090909
60.0 - BARUCH BLD 07_8142793,85,3,0.034090909
60.0 - BARUCH BLD 07_8142999,87,1,0.011363636
60.0 - BARUCH BLD 08_8096617,88,1,0.011235955
60.0 - BARUCH BLD 09_7929559,86,2,0.022727273
60.0 - BARUCH BLD 10_7929561,86,2,0.022727273
60.0 - BARUCH BLD 11_8142786,87,1,0.011363636
60.0 - BARUCH BLD 13_8142990,86,2,0.022727273
60.0 - BARUCH BLD 14_7929556,87,1,0.011363636
60.0 - BARUCH BLD 15_8142797,86,2,0.022727273
60.0 - BARUCH BLD 16_8142792,86,3,0.033707865
60.0 - BARUCH BLD 17_7929553,86,3,0.033707865
60.0 - BLD 12_8746982,99,2,0.01980198
60.0 - BLD 13_5648168,101,2,0.019417476
61.0 - BLD 24_7424238,97,4,0.03960396
61.0 - VAN DYKE I BLD 02_8322414,100,1,0.00990099
61.0 - VAN DYKE I BLD 03_8322425,95,3,0.030612245
61.0 - VAN DYKE I BLD 04_8322422,100,1,0.00990099
61.0 - VAN DYKE I BLD 05_8322421,100,1,0.00990099
61.0 - VAN DYKE I BLD 06_8322423,95,6,0.059405941
61.0 - VAN DYKE I BLD 07_8322440,98,3,0.02970297
61.0 - VAN DYKE I BLD 08_8322438,98,3,0.02970297
61.0 - VAN DYKE I BLD 09_8322416,100,1,0.00990099
61.0 - VAN DYKE I BLD 10_8095217,100,1,0.00990099
61.0 - VAN DYKE I BLD 11_8322430,95,2,0.020618557
61.0 - VAN DYKE I BLD 12_8322432,96,2,0.020408163
61.0 - VAN DYKE I BLD 13_8322439,99,2,0.01980198
61.0 - VAN DYKE I BLD 14_8322429,100,1,0.00990099
61.0 - VAN DYKE I BLD 15_8322426,100,1,0.00990099
61.0 - VAN DYKE I BLD 17_8322427,100,1,0.00990099
61.0 - VAN DYKE I BLD 18_8095206,97,1,0.010204082
61.0 - VAN DYKE I BLD 19_8095209,96,5,0.04950495
61.0 - VAN DYKE I BLD 20_8095210,96,5,0.04950495
61.0 - VAN DYKE I BLD 21_8095308,96,2,0.020408163
61.0 - VAN DYKE I BLD 22_8095307,97,4,0.03960396
62.0 - WASHINGTON BLD 01_8094997,69,6,0.08
62.0 - WASHINGTON BLD 02_8661575,70,6,0.078947368
62.0 - WASHINGTON BLD 03_8266713,69,7,0.092105263
62.0 - WASHINGTON BLD 04_8094998,70,6,0.078947368
62.0 - WASHINGTON BLD 05_8095002,70,6,0.078947368
62.0 - WASHINGTON BLD 06_7833973,87,7,0.074468085
62.0 - WASHINGTON BLD 07_8095001,71,4,0.053333333
62.0 - WASHINGTON BLD 08_8094999,69,6,0.08
62.0 - WASHINGTON BLD 09_8266702,70,6,0.078947368
62.0 - WASHINGTON BLD 10_8094995,70,6,0.078947368
62.0 - WASHINGTON BLD 11_8095000,70,6,0.078947368
62.0 - WASHINGTON BLD 12_8266703,70,6,0.078947368
62.0 - WASHINGTON BLD 13_8266712,71,5,0.065789474
62.0 - WASHINGTON BLD 14_8266709,69,7,0.092105263
62.0 - WASHINGTON BLD 15_8266710,72,4,0.052631579
63.0 - BLD 01_8096643,84,2,0.023255814
63.0 - BLD 02_7929881,83,3,0.034883721
63.0 - BLD 03_7929956,85,1,0.011627907
63.0 - BLD 04_7929952,85,1,0.011627907
63.0 - BLD 05_8142994,85,1,0.011627907
63.0 - BLD 06_8142993,85,1,0.011627907
63.0 - BLD 07_8096618,84,2,0.023255814
63.0 - BLD 08_8096641,84,2,0.023255814
63.0 - BLD 09_7929879,82,4,0.046511628
63.0 - BLD 10_8096616,85,1,0.011627907
63.0 - BLD 11_8125318,82,4,0.046511628
63.0 - BLD 12_8142996,85,1,0.011627907
63.0 - BLD 13_8142995,80,6,0.069767442
63.0 - BLD 14_8096579,82,3,0.035294118
63.0 - BLD 15_8096642,85,1,0.011627907
63.0 - BLD 16_7929629,55,2,0.035087719
63.0 - BLD 17_8142991,85,1,0.011627907
63.0 - BLD 18_7929604,85,1,0.011627907
63.0 - BLD 19_7929861,85,1,0.011627907
63.0 - BLD 20_8096639,84,2,0.023255814
63.0 - BLD 21_8142992,85,1,0.011627907
63.0 - BLD 23_7929872,84,1,0.011764706
63.0 - BLD 23_8096644,85,1,0.011627907
63.0 - BLD 24_8095305,84,1,0.011764706
63.0 - BLD 25_8095222,84,1,0.011764706
63.0 - BLD 26_7929868,83,2,0.023529412
63.0 - BLD 27_8096615,84,1,0.011764706
63.0 - BLD 28_7929953,81,4,0.047058824
63.0 - BLD 29_8095306,84,1,0.011764706
64.0 - BLD 14_7834916,100,3,0.029126214
64.0 - JEFFERSON BLD 01_8093695,76,1,0.012987013
64.0 - JEFFERSON BLD 02_8093693,73,4,0.051948052
64.0 - JEFFERSON BLD 03_8093711,75,2,0.025974026
64.0 - JEFFERSON BLD 04_8093705,69,8,0.103896104
64.0 - JEFFERSON BLD 05_8093688,75,2,0.025974026
64.0 - JEFFERSON BLD 06_8093692,75,2,0.025974026
64.0 - JEFFERSON BLD 07_8093706,75,2,0.025974026
64.0 - JEFFERSON BLD 08_8093707,74,3,0.038961039
64.0 - JEFFERSON BLD 09_8093696,75,2,0.025974026
64.0 - JEFFERSON BLD 10_8093687,76,1,0.012987013
64.0 - JEFFERSON BLD 11_8093702,74,3,0.038961039
64.0 - JEFFERSON BLD 12_8093700,70,7,0.090909091
64.0 - JEFFERSON BLD 13_8093686,70,7,0.090909091
64.0 - JEFFERSON BLD 15_8093697,76,1,0.012987013
64.0 - JEFFERSON BLD 16_8093689,74,3,0.038961039
64.0 - JEFFERSON BLD 17_8093701,72,5,0.064935065
64.0 - JEFFERSON BLD 18_8093690,75,2,0.025974026
65.0 - BLD 01_7889951,101,2,0.019417476
65.0 - BLD 02_8095593,99,4,0.038834951
65.0 - BLD 03_7889966,100,3,0.029126214
65.0 - BLD 04_7889999,100,3,0.029126214
65.0 - BLD 09_7889954,99,2,0.01980198
65.0 - BLD 10_7890000,99,4,0.038834951
65.0 - BLD 11_7889980,101,2,0.019417476
65.0 - BLD 12_8095594,101,2,0.019417476
65.0 - BLD 13_8095586,100,3,0.029126214
66.0 - NA_8095488,95,4,0.04040404
66.0 - NA_8095490,94,5,0.050505051
66.0 - SOUTH JAMAICA II BLD 13_8095491,95,4,0.04040404
66.0 - SOUTH JAMAICA II BLD 14_8095484,95,4,0.04040404
66.0 - SOUTH JAMAICA II BLD 15_8095498,96,3,0.03030303
66.0 - SOUTH JAMAICA II BLD 16_8095502,94,5,0.050505051
66.0 - SOUTH JAMAICA II BLD 17_8095494,96,3,0.03030303
66.0 - SOUTH JAMAICA II BLD 18_8095500,97,2,0.02020202
66.0 - SOUTH JAMAICA II BLD 19_8095486,95,4,0.04040404
66.0 - SOUTH JAMAICA II BLD 20_8095499,98,1,0.01010101
66.0 - SOUTH JAMAICA II BLD 21_8095508,96,3,0.03030303
66.0 - SOUTH JAMAICA II BLD 22_8095509,96,3,0.03030303
